Subject,Sex,NativeLanguage,Word,Length,Class,RT
T2,F,Other,mouse,5,animal,6.50279
T2,F,Other,cherry,6,plant,7.053586
T2,F,Other,donkey,6,animal,6.673298
T2,F,Other,stork,5,animal,6.88551
V,F,Other,stork,5,animal,6.921658
V,F,Other,eagle,5,animal,6.958448
V,F,Other,dog,3,animal,6.426488
V,F,Other,clove,5,plant,6.756932
V,F,Other,swan,4,animal,6.844815
V,F,Other,ant,3,animal,6.371612
V,F,Other,melon,5,plant,6.493754
V,F,Other,wasp,4,animal,6.603944
V,F,Other,shark,5,animal,6.338594
V,F,Other,snake,5,animal,6.447306
V,F,Other,donkey,6,animal,6.514713
V,F,Other,gull,4,animal,6.490724
V,F,Other,radish,6,plant,6.753438
V,F,Other,cucumber,8,plant,6.731018
V,F,Other,pear,4,plant,6.568078
V,F,Other,mouse,5,animal,6.40688
V,F,Other,leek,4,plant,6.602588
V,F,Other,goat,4,animal,6.39693
V,F,Other,gherkin,7,plant,6.781058
V,F,Other,pineapple,9,plant,6.770789
V,F,Other,grape,5,plant,6.452049
V,F,Other,tortoise,8,animal,7.055313
V,F,Other,dolphin,7,animal,6.43935
V,F,Other,sheep,5,animal,6.378426
V,F,Other,mustard,7,plant,6.751101
V,F,Other,whale,5,animal,6.49224
V,F,Other,eggplant,8,plant,6.605298
V,F,Other,squirrel,8,animal,6.793466
V,F,Other,pig,3,animal,6.347389
V,F,Other,walnut,6,plant,6.539586
V,F,Other,bee,3,animal,6.322565
V,F,Other,peanut,6,plant,6.440947
V,F,Other,orange,6,plant,6.590301
V,F,Other,avocado,7,plant,6.50279
V,F,Other,almond,6,plant,6.52503
V,F,Other,squid,5,animal,6.703188
V,F,Other,lion,4,animal,6.444131
V,F,Other,butterfly,9,animal,6.526495
V,F,Other,spider,6,animal,6.352629
V,F,Other,elephant,8,animal,6.961296
V,F,Other,crocodile,9,animal,6.729824
V,F,Other,cat,3,animal,6.416732
V,F,Other,mole,4,animal,6.556778
V,F,Other,cherry,6,plant,6.582025
V,F,Other,lettuce,7,plant,6.717805
V,F,Other,camel,5,animal,6.84588
V,F,Other,bunny,5,animal,6.626718
V,F,Other,frog,4,animal,6.493754
V,F,Other,beaver,6,animal,6.731018
V,F,Other,horse,5,animal,6.883463
V,F,Other,banana,6,plant,6.375025
V,F,Other,olive,5,plant,6.58755
V,F,Other,lemon,5,plant,6.426488
V,F,Other,kiwi,4,plant,6.508769
V,F,Other,owl,3,animal,6.796824
V,F,Other,magpie,6,animal,6.795706
V,F,Other,blueberry,9,plant,6.431331
V,F,Other,reindeer,8,animal,6.816736
V,F,Other,mushroom,8,plant,6.572283
V,F,Other,goose,5,animal,6.35437
V,F,Other,moose,5,animal,6.378426
V,F,Other,paprika,7,plant,6.527958
V,F,Other,strawberry,10,plant,6.561031
V,F,Other,vulture,7,animal,6.934397
V,F,Other,beetroot,8,plant,6.507278
V,F,Other,apple,5,plant,6.50279
V,F,Other,woodpecker,10,animal,6.788972
V,F,Other,chicken,7,animal,6.461468
V,F,Other,hedgehog,8,animal,6.823286
V,F,Other,asparagus,9,plant,6.739337
V,F,Other,blackberry,10,plant,6.679599
V,F,Other,carrot,6,plant,6.426488
V,F,Other,fox,3,animal,6.390241
V,F,Other,monkey,6,animal,6.475433
V,F,Other,tomato,6,plant,6.424869
V,F,Other,bat,3,animal,6.381816
V,F,Other,potato,6,plant,6.618739
V,F,Other,apricot,7,plant,6.455199
V,F,Other,broccoli,8,plant,6.668228
W1,M,English,grape,5,plant,6.483107
W1,M,English,monkey,6,animal,6.329721
W1,M,English,pig,3,animal,6.381816
W1,M,English,pineapple,9,plant,6.352629
W1,M,English,avocado,7,plant,6.278521
W1,M,English,bat,3,animal,6.2186
W1,M,English,broccoli,8,plant,6.238325
W1,M,English,hedgehog,8,animal,6.570883
W1,M,English,swan,4,animal,6.347389
W1,M,English,chicken,7,animal,6.20859
W1,M,English,walnut,6,plant,6.244167
W1,M,English,mouse,5,animal,6.177944
W1,M,English,strawberry,10,plant,6.202536
W1,M,English,radish,6,plant,6.380123
W1,M,English,elephant,8,animal,6.146329
W1,M,English,donkey,6,animal,6.137727
W1,M,English,tortoise,8,animal,6.561031
W1,M,English,leek,4,plant,6.381816
W1,M,English,beetroot,8,plant,6.526495
W1,M,English,woodpecker,10,animal,6.36647
W1,M,English,almond,6,plant,6.34388
W1,M,English,apple,5,plant,6.289716
W1,M,English,ant,3,animal,6.329721
W1,M,English,moose,5,animal,6.152733
W1,M,English,kiwi,4,plant,6.180017
W1,M,English,cucumber,8,plant,6.338594
W1,M,English,blackberry,10,plant,6.146329
W1,M,English,beaver,6,animal,6.253829
W1,M,English,mushroom,8,plant,6.182085
W1,M,English,eagle,5,animal,6.12905
W1,M,English,lettuce,7,plant,6.224558
W1,M,English,lion,4,animal,6.144186
W1,M,English,olive,5,plant,6.109248
W1,M,English,bunny,5,animal,6.186209
W1,M,English,cat,3,animal,6.202536
W1,M,English,gherkin,7,plant,6.45047
W1,M,English,wasp,4,animal,6.202536
W1,M,English,owl,3,animal,6.278521
W1,M,English,paprika,7,plant,6.322565
W1,M,English,whale,5,animal,6.242223
W1,M,English,goat,4,animal,6.061457
W1,M,English,peanut,6,plant,6.122493
W1,M,English,banana,6,plant,6.180017
W1,M,English,frog,4,animal,6.139885
W1,M,English,reindeer,8,animal,6.466145
W1,M,English,sheep,5,animal,6.045005
W1,M,English,fox,3,animal,6.510258
W1,M,English,apricot,7,plant,6.282267
W1,M,English,camel,5,animal,6.313548
W1,M,English,squid,5,animal,6.198479
W1,M,English,dolphin,7,animal,6.226537
W1,M,English,cherry,6,plant,6.480045
W1,M,English,vulture,7,animal,6.232448
W1,M,English,stork,5,animal,6.317165
W1,M,English,butterfly,9,animal,6.242223
W1,M,English,asparagus,9,plant,6.216606
W1,M,English,bee,3,animal,6.122493
W1,M,English,pear,4,plant,6.270988
W1,M,English,horse,5,animal,6.142037
W1,M,English,magpie,6,animal,6.212606
W1,M,English,snake,5,animal,6.188264
W1,M,English,gull,4,animal,6.216606
W1,M,English,mole,4,animal,6.150603
W1,M,English,squirrel,8,animal,6.249975
W1,M,English,goose,5,animal,6.224558
W1,M,English,dog,3,animal,6.200509
W1,M,English,potato,6,plant,6.234411
W1,M,English,shark,5,animal,6.133398
W1,M,English,lemon,5,plant,6.309918
W1,M,English,mustard,7,plant,6.357842
W1,M,English,melon,5,plant,6.304449
W1,M,English,tomato,6,plant,6.228511
W1,M,English,spider,6,animal,6.269096
W1,M,English,blueberry,9,plant,6.248043
W1,M,English,clove,5,plant,6.452049
W1,M,English,crocodile,9,animal,6.242223
W1,M,English,eggplant,8,plant,6.270988
W1,M,English,carrot,6,plant,6.342121
W1,M,English,orange,6,plant,6.198479
W2,M,English,avocado,7,plant,6.625392
W2,M,English,blueberry,9,plant,6.526495
W2,M,English,squirrel,8,animal,6.416732
W2,M,English,mushroom,8,plant,6.401917
W2,M,English,woodpecker,10,animal,6.444131
W2,M,English,banana,6,plant,6.336826
W2,M,English,cat,3,animal,6.194405
W2,M,English,donkey,6,animal,6.47851
W2,M,English,potato,6,plant,6.990257
W2,M,English,blackberry,10,plant,6.579251
W2,M,English,owl,3,animal,6.499787
W2,M,English,lemon,5,plant,6.395262
W2,M,English,kiwi,4,plant,6.802395
W2,M,English,bat,3,animal,6.526495
W2,M,English,grape,5,plant,6.60665
W2,M,English,hedgehog,8,animal,6.634633
W2,M,English,mole,4,animal,6.569481
W2,M,English,carrot,6,plant,6.498282
W2,M,English,ant,3,animal,6.43615
W2,M,English,fox,3,animal,6.532334
W2,M,English,mustard,7,plant,6.434547
W2,M,English,lettuce,7,plant,6.395262
W2,M,English,paprika,7,plant,6.591674
W2,M,English,cucumber,8,plant,6.577861
W2,M,English,sheep,5,animal,6.533789
W2,M,English,lion,4,animal,6.559615
W2,M,English,vulture,7,animal,6.790097
W2,M,English,radish,6,plant,6.81564
W2,M,English,crocodile,9,animal,6.828712
W2,M,English,snake,5,animal,6.401917
W2,M,English,strawberry,10,plant,6.693324
W2,M,English,goose,5,animal,6.35437
W2,M,English,frog,4,animal,6.507278
W2,M,English,eagle,5,animal,6.527958
W2,M,English,moose,5,animal,6.679599
W2,M,English,wasp,4,animal,7.009409
W2,M,English,bee,3,animal,6.300786
W2,M,English,squid,5,animal,6.431331
W2,M,English,asparagus,9,plant,6.744059
W2,M,English,melon,5,plant,6.533789
W2,M,English,gull,4,animal,6.423247
W2,M,English,clove,5,plant,6.335054
W2,M,English,tortoise,8,animal,6.642487
W2,M,English,horse,5,animal,6.495266
W2,M,English,tomato,6,plant,6.410175
W2,M,English,monkey,6,animal,6.190315
W2,M,English,dog,3,animal,6.289716
W2,M,English,swan,4,animal,6.159095
W2,M,English,pineapple,9,plant,6.352629
W2,M,English,eggplant,8,plant,6.276643
W2,M,English,orange,6,plant,6.234411
W2,M,English,peanut,6,plant,6.318968
W2,M,English,magpie,6,animal,6.342121
W2,M,English,shark,5,animal,6.297109
W2,M,English,leek,4,plant,6.363028
W2,M,English,butterfly,9,animal,6.345636
W2,M,English,bunny,5,animal,6.318968
W2,M,English,apple,5,plant,6.257668
W2,M,English,goat,4,animal,6.276643
W2,M,English,camel,5,animal,6.380123
W2,M,English,elephant,8,animal,6.263398
W2,M,English,spider,6,animal,6.317165
W2,M,English,stork,5,animal,6.381816
W2,M,English,broccoli,8,plant,6.652863
W2,M,English,mouse,5,animal,6.774224
W2,M,English,apricot,7,plant,6.593045
W2,M,English,walnut,6,plant,6.43615
W2,M,English,almond,6,plant,6.272877
W2,M,English,olive,5,plant,6.206576
W2,M,English,beaver,6,animal,6.142037
W2,M,English,gherkin,7,plant,6.710523
W2,M,English,dolphin,7,animal,6.380123
W2,M,English,reindeer,8,animal,6.50279
W2,M,English,chicken,7,animal,6.184149
W2,M,English,beetroot,8,plant,6.426488
W2,M,English,pig,3,animal,6.22059
W2,M,English,pear,4,plant,6.196444
W2,M,English,whale,5,animal,6.463029
W2,M,English,cherry,6,plant,6.336826
Z,M,Other,radish,6,plant,6.642487
Z,M,Other,leek,4,plant,6.320768
Z,M,Other,potato,6,plant,6.40688
Z,M,Other,squid,5,animal,6.463029
Z,M,Other,grape,5,plant,6.390241
Z,M,Other,paprika,7,plant,6.612041
Z,M,Other,monkey,6,animal,6.588926
Z,M,Other,cucumber,8,plant,6.790097
Z,M,Other,dolphin,7,animal,6.652863
Z,M,Other,bee,3,animal,6.361302
Z,M,Other,stork,5,animal,7.111512
Z,M,Other,elephant,8,animal,6.717805
Z,M,Other,camel,5,animal,6.712956
Z,M,Other,orange,6,plant,6.45047
Z,M,Other,moose,5,animal,6.60665
Z,M,Other,bat,3,animal,6.408529
Z,M,Other,butterfly,9,animal,6.663133
Z,M,Other,goose,5,animal,6.508769
Z,M,Other,olive,5,plant,6.359574
Z,M,Other,banana,6,plant,6.352629
Z,M,Other,beetroot,8,plant,7.044905
Z,M,Other,pig,3,animal,6.381816
Z,M,Other,apricot,7,plant,6.452049
Z,M,Other,lettuce,7,plant,6.679599
Z,M,Other,spider,6,animal,6.672033
Z,M,Other,mole,4,animal,6.697034
Z,M,Other,broccoli,8,plant,6.854355
Z,M,Other,carrot,6,plant,6.419995
Z,M,Other,mouse,5,animal,6.345636
Z,M,Other,almond,6,plant,6.788972
Z,M,Other,chicken,7,animal,6.43935
Z,M,Other,snake,5,animal,6.526495
Z,M,Other,fox,3,animal,6.293419
Z,M,Other,woodpecker,10,animal,6.905753
Z,M,Other,dog,3,animal,6.74876
Z,M,Other,eagle,5,animal,6.508769
Z,M,Other,tortoise,8,animal,6.6995
Z,M,Other,whale,5,animal,6.549651
Z,M,Other,pear,4,plant,6.375025
Z,M,Other,hedgehog,8,animal,7.029973
Z,M,Other,reindeer,8,animal,6.842683
Z,M,Other,gull,4,animal,6.777647
Z,M,Other,crocodile,9,animal,6.862758
Z,M,Other,beaver,6,animal,6.570883
Z,M,Other,magpie,6,animal,7.17549
Z,M,Other,wasp,4,animal,7.000334
Z,M,Other,sheep,5,animal,6.511745
Z,M,Other,ant,3,animal,6.320768
Z,M,Other,walnut,6,plant,6.703188
Z,M,Other,vulture,7,animal,6.804615
Z,M,Other,asparagus,9,plant,6.751101
Z,M,Other,mustard,7,plant,6.620073
Z,M,Other,donkey,6,animal,6.559615
Z,M,Other,blueberry,9,plant,7.128496
Z,M,Other,clove,5,plant,6.45047
Z,M,Other,gherkin,7,plant,6.904751
Z,M,Other,apple,5,plant,6.338594
Z,M,Other,bunny,5,animal,6.464588
Z,M,Other,goat,4,animal,6.317165
Z,M,Other,peanut,6,plant,6.530878
Z,M,Other,kiwi,4,plant,6.549651
Z,M,Other,pineapple,9,plant,6.776507
Z,M,Other,lion,4,animal,6.388561
Z,M,Other,shark,5,animal,6.665684
Z,M,Other,blackberry,10,plant,6.588926
Z,M,Other,lemon,5,plant,6.43935
Z,M,Other,tomato,6,plant,6.324359
Z,M,Other,strawberry,10,plant,6.493754
Z,M,Other,eggplant,8,plant,6.771936
Z,M,Other,cherry,6,plant,6.313548
Z,M,Other,melon,5,plant,6.527958
Z,M,Other,owl,3,animal,6.706862
Z,M,Other,cat,3,animal,6.253829
Z,M,Other,mushroom,8,plant,6.660575
Z,M,Other,swan,4,animal,6.505784
Z,M,Other,squirrel,8,animal,6.761573
Z,M,Other,avocado,7,plant,6.782192
Z,M,Other,frog,4,animal,6.2186
Z,M,Other,horse,5,animal,6.411818
